ENSG00000194297.2
ENSG00000233432.2
ENSG00000223603.1
ENSG00000215833.3
ENSG00000080910.11
ENSG00000187545.5
ENSG00000237700.2
ENSG00000199240.1
ENSG00000237279.2
ENSG00000236341.1
ENSG00000228291.1
ENSG00000231039.2
ENSG00000229927.2
ENSG00000229711.1
ENSG00000279607.1
ENSG00000225053.1
ENSG00000235199.1
ENSG00000227351.2
ENSG00000200336.1
ENSG00000255385.1
ENSG00000228842.3
ENSG00000153498.11
ENSG00000258451.1
ENSG00000258872.2
ENSG00000258805.1
ENSG00000199836.1
ENSG00000284540.1
ENSG00000259670.1
ENSG00000214896.4
ENSG00000259476.1
ENSG00000259770.2
ENSG00000259967.1
ENSG00000282793.1
ENSG00000260620.1
ENSG00000260850.1
ENSG00000205360.6
ENSG00000261058.1
ENSG00000265494.1
ENSG00000230647.1
ENSG00000264666.1
ENSG00000273736.1
ENSG00000274883.1
ENSG00000267726.1
ENSG00000267675.1
ENSG00000267286.1
ENSG00000229292.1
ENSG00000213908.4
ENSG00000280837.1
ENSG00000203531.3
ENSG00000233445.1
ENSG00000072080.10
ENSG00000279218.1
ENSG00000226442.2
ENSG00000233415.1
ENSG00000227721.1
ENSG00000236893.1
ENSG00000229704.1
ENSG00000225175.1
ENSG00000239799.1
ENSG00000251049.2
ENSG00000249472.1
ENSG00000251101.1
ENSG00000251424.1
ENSG00000249956.4
ENSG00000249976.2
ENSG00000249970.1
ENSG00000166530.8
ENSG00000217791.4
ENSG00000249198.1
ENSG00000251044.2
ENSG00000248709.1
ENSG00000271681.1
ENSG00000243831.1
ENSG00000224477.5
ENSG00000284446.1
ENSG00000203972.9
ENSG00000240056.2
ENSG00000237494.1
ENSG00000234223.2
ENSG00000282277.1
ENSG00000282301.1
ENSG00000253215.1
ENSG00000240519.1
ENSG00000253339.1
ENSG00000253760.1
ENSG00000278988.1
ENSG00000236763.2
ENSG00000230328.2
ENSG00000224644.1
