ENSG00000230112.1
ENSG00000270874.1
ENSG00000254486.1
ENSG00000266553.2
ENSG00000264365.1
ENSG00000214064.3
ENSG00000223056.1
ENSG00000244441.1
ENSG00000250768.1
ENSG00000206820.1
ENSG00000251244.1
ENSG00000220553.1
ENSG00000254025.1
ENSG00000240590.1
ENSG00000253122.1
