ENSG00000233819.1
ENSG00000234112.2
ENSG00000150244.11
ENSG00000283586.1
ENSG00000226188.2
ENSG00000282602.1
ENSG00000279175.1
ENSG00000249022.1
ENSG00000213568.4
ENSG00000233085.5
