ENSG00000036549.12
ENSG00000236423.5
ENSG00000231752.5
ENSG00000163207.6
ENSG00000198771.10
ENSG00000152104.11
ENSG00000143740.14
ENSG00000135773.12
ENSG00000244137.1
ENSG00000197472.14
ENSG00000227066.1
ENSG00000225643.1
ENSG00000174348.13
ENSG00000237470.3
ENSG00000182531.7
ENSG00000119912.15
ENSG00000138193.15
ENSG00000174915.11
ENSG00000175390.13
ENSG00000149090.11
ENSG00000254952.1
ENSG00000214063.10
ENSG00000229512.1
ENSG00000231680.1
ENSG00000137507.11
ENSG00000280287.1
ENSG00000187848.12
ENSG00000257261.5
ENSG00000239617.1
ENSG00000185664.14
ENSG00000273805.1
ENSG00000279530.2
ENSG00000139304.12
ENSG00000180008.8
ENSG00000258427.3
ENSG00000258581.2
ENSG00000169118.17
ENSG00000180304.14
ENSG00000074696.12
ENSG00000067221.13
ENSG00000261821.2
ENSG00000260139.6
ENSG00000167377.17
ENSG00000127561.14
ENSG00000183971.6
ENSG00000103534.16
ENSG00000087191.12
ENSG00000141570.10
ENSG00000181523.12
ENSG00000006744.18
ENSG00000175106.16
ENSG00000274756.1
ENSG00000187595.15
ENSG00000175906.4
ENSG00000118276.11
ENSG00000166960.16
ENSG00000279108.1
ENSG00000104969.9
ENSG00000267058.1
ENSG00000089847.12
ENSG00000268618.1
ENSG00000141854.9
ENSG00000081665.13
ENSG00000223522.1
ENSG00000124380.10
ENSG00000241755.1
ENSG00000254098.1
ENSG00000270951.1
ENSG00000149656.8
ENSG00000211677.2
ENSG00000214491.8
ENSG00000156959.8
ENSG00000152601.17
ENSG00000163558.12
ENSG00000279277.1
ENSG00000250137.1
ENSG00000163749.17
ENSG00000120519.14
ENSG00000169989.2
ENSG00000259757.1
ENSG00000204764.13
ENSG00000253959.1
ENSG00000113356.11
ENSG00000113369.8
ENSG00000093134.14
ENSG00000122194.18
ENSG00000112562.18
ENSG00000096696.13
ENSG00000231419.6
ENSG00000211688.1
ENSG00000164631.18
ENSG00000106245.10
ENSG00000280828.1
ENSG00000154589.6
ENSG00000155926.13
ENSG00000197353.3
ENSG00000231393.1
ENSG00000165023.6
ENSG00000107165.12
ENSG00000234779.1
ENSG00000283526.1
ENSG00000107281.9
