ENSG00000225972.1
ENSG00000204889.10
ENSG00000278954.1
ENSG00000237888.1
ENSG00000267080.5
ENSG00000128789.20
ENSG00000266145.1
ENSG00000186496.10
ENSG00000141644.17
ENSG00000066926.10
ENSG00000180448.10
ENSG00000007306.14
ENSG00000213904.8
ENSG00000204941.13
ENSG00000125743.10
ENSG00000268460.1
ENSG00000105373.18
ENSG00000063180.8
ENSG00000196337.11
ENSG00000169169.14
ENSG00000105379.9
ENSG00000167614.13
ENSG00000105048.16
ENSG00000167646.13
ENSG00000126934.13
ENSG00000127663.14
ENSG00000196263.7
ENSG00000213762.11
ENSG00000269600.1
ENSG00000125648.14
ENSG00000213290.4
ENSG00000173875.13
ENSG00000123154.11
ENSG00000132002.7
ENSG00000115266.11
ENSG00000185988.11
ENSG00000105671.11
ENSG00000267264.1
ENSG00000267041.5
ENSG00000099337.4
ENSG00000182472.8
ENSG00000119782.13
ENSG00000061676.14
ENSG00000064989.12
ENSG00000138411.10
ENSG00000155755.18
ENSG00000115425.13
ENSG00000074582.12
ENSG00000187736.12
ENSG00000261428.2
ENSG00000235267.1
ENSG00000172478.17
ENSG00000115677.16
ENSG00000176720.4
ENSG00000237320.2
ENSG00000138075.11
ENSG00000095002.13
ENSG00000116062.14
ENSG00000273064.1
ENSG00000144035.3
ENSG00000163016.9
ENSG00000270696.1
ENSG00000241351.3
ENSG00000135940.6
ENSG00000115085.13
ENSG00000115539.13
ENSG00000223947.1
ENSG00000115718.17
ENSG00000101276.14
ENSG00000089101.17
ENSG00000088930.7
ENSG00000282826.1
ENSG00000125998.7
ENSG00000101019.21
ENSG00000118705.16
ENSG00000124209.3
ENSG00000243509.4
ENSG00000101150.17
ENSG00000280071.3
ENSG00000159086.14
ENSG00000237945.7
ENSG00000182093.14
ENSG00000160233.7
ENSG00000160294.10
ENSG00000225335.3
ENSG00000281530.1
ENSG00000100056.11
ENSG00000099991.17
ENSG00000279699.1
ENSG00000099995.18
ENSG00000100379.17
ENSG00000187051.8
ENSG00000229891.1
ENSG00000244486.8
ENSG00000054611.13
ENSG00000188313.12
ENSG00000114450.9
ENSG00000136518.16
ENSG00000114416.17
ENSG00000078081.7
ENSG00000230454.1
ENSG00000113812.13
ENSG00000282978.1
ENSG00000163507.13
ENSG00000252965.1
ENSG00000114554.11
ENSG00000272588.1
ENSG00000215612.7
ENSG00000168214.20
ENSG00000109255.11
ENSG00000171234.13
ENSG00000156140.9
ENSG00000138744.14
ENSG00000138756.17
ENSG00000152953.12
ENSG00000145348.16
ENSG00000249465.1
ENSG00000248810.1
ENSG00000272323.1
ENSG00000113761.11
ENSG00000131187.9
ENSG00000253816.3
ENSG00000049883.14
ENSG00000242602.1
ENSG00000134480.13
ENSG00000251000.1
ENSG00000250056.5
ENSG00000072682.18
ENSG00000164402.13
ENSG00000248245.1
ENSG00000170482.16
ENSG00000188996.4
ENSG00000197442.9
ENSG00000235399.1
ENSG00000229017.6
ENSG00000112419.14
ENSG00000112110.9
ENSG00000112530.11
ENSG00000112494.9
ENSG00000272009.1
ENSG00000066379.14
ENSG00000237541.3
ENSG00000227057.9
ENSG00000237649.7
ENSG00000205269.5
ENSG00000181577.15
ENSG00000083097.14
ENSG00000123545.5
ENSG00000164418.19
ENSG00000111907.20
ENSG00000228960.5
ENSG00000002933.7
ENSG00000178665.14
ENSG00000226824.6
ENSG00000009950.15
ENSG00000234432.4
ENSG00000273084.1
ENSG00000250778.1
ENSG00000135185.11
ENSG00000164692.17
ENSG00000221838.9
ENSG00000167011.8
ENSG00000222011.8
ENSG00000181016.9
ENSG00000170807.11
ENSG00000164825.3
ENSG00000254153.1
ENSG00000078674.17
ENSG00000147419.17
ENSG00000197265.8
ENSG00000137574.10
ENSG00000253302.1
ENSG00000280123.1
ENSG00000265817.2
ENSG00000245080.7
ENSG00000147642.16
ENSG00000279347.1
ENSG00000272172.1
ENSG00000182325.10
ENSG00000178723.7
ENSG00000137101.12
ENSG00000230804.2
ENSG00000276386.1
ENSG00000203321.2
ENSG00000148053.15
ENSG00000135040.15
ENSG00000225511.6
ENSG00000066697.14
ENSG00000167130.17
ENSG00000148344.10
ENSG00000130707.17
ENSG00000212864.3
