ENSG00000261635.2
ENSG00000261315.2
ENSG00000233611.3
ENSG00000236152.1
ENSG00000249184.1
ENSG00000270388.1
ENSG00000227249.1
ENSG00000237586.3
ENSG00000236701.3
ENSG00000235533.1
