ENSG00000238009.6
ENSG00000143093.14
ENSG00000134248.13
ENSG00000121933.18
ENSG00000049247.13
ENSG00000134242.15
ENSG00000197323.11
ENSG00000116752.5
ENSG00000116824.4
ENSG00000143127.12
ENSG00000277406.1
ENSG00000150337.13
ENSG00000143382.14
ENSG00000143457.10
ENSG00000143387.12
ENSG00000163159.12
ENSG00000143442.21
ENSG00000143595.12
ENSG00000198952.8
ENSG00000143320.8
ENSG00000227295.2
ENSG00000143315.6
ENSG00000224203.2
ENSG00000198929.12
ENSG00000239887.4
ENSG00000116663.10
ENSG00000143190.21
ENSG00000143178.12
ENSG00000188404.8
ENSG00000143322.19
ENSG00000057252.12
ENSG00000143333.6
ENSG00000135838.13
ENSG00000116698.21
ENSG00000116406.18
ENSG00000159173.18
ENSG00000133063.15
ENSG00000122188.12
ENSG00000186205.12
ENSG00000179163.11
ENSG00000162512.15
ENSG00000188910.7
ENSG00000160075.11
ENSG00000163909.7
ENSG00000236200.5
ENSG00000222009.8
ENSG00000121310.16
ENSG00000021852.12
ENSG00000143106.12
ENSG00000148459.15
ENSG00000156110.13
ENSG00000122359.17
ENSG00000108219.14
ENSG00000204010.3
ENSG00000155254.12
ENSG00000107554.16
ENSG00000152457.17
ENSG00000198728.10
ENSG00000148834.12
ENSG00000160695.14
ENSG00000167325.14
ENSG00000109944.10
ENSG00000197798.8
ENSG00000133794.17
ENSG00000133818.13
ENSG00000110700.6
ENSG00000148935.10
ENSG00000280798.1
ENSG00000121671.11
ENSG00000121653.11
ENSG00000149182.14
ENSG00000166900.15
ENSG00000110079.16
ENSG00000162144.9
ENSG00000133328.3
ENSG00000177685.16
ENSG00000184350.9
ENSG00000174791.10
ENSG00000260808.1
ENSG00000256518.3
ENSG00000062282.14
ENSG00000166012.16
ENSG00000137752.23
ENSG00000254750.1
ENSG00000006831.9
ENSG00000256271.1
ENSG00000171847.10
ENSG00000150048.10
ENSG00000276058.1
ENSG00000015153.14
ENSG00000167528.12
ENSG00000167768.4
ENSG00000170653.18
ENSG00000123338.12
ENSG00000170439.6
ENSG00000205323.8
ENSG00000010278.12
ENSG00000010610.9
ENSG00000198673.10
ENSG00000166225.8
ENSG00000111046.3
ENSG00000183160.8
ENSG00000089169.14
ENSG00000275898.1
ENSG00000240342.3
ENSG00000276045.2
ENSG00000033030.13
ENSG00000184445.11
ENSG00000136114.15
ENSG00000134884.13
ENSG00000213995.11
ENSG00000139514.12
ENSG00000133111.3
ENSG00000102710.19
ENSG00000165801.9
ENSG00000100918.12
ENSG00000100519.11
ENSG00000279633.1
ENSG00000100647.7
ENSG00000133983.14
ENSG00000119689.14
ENSG00000071246.10
ENSG00000165548.10
ENSG00000015133.18
ENSG00000100815.12
ENSG00000211799.3
ENSG00000100462.15
ENSG00000246084.2
ENSG00000258521.1
ENSG00000272444.1
ENSG00000166170.9
ENSG00000269958.1
ENSG00000184990.12
ENSG00000282122.1
ENSG00000211946.3
ENSG00000211974.3
ENSG00000274576.2
ENSG00000259772.6
ENSG00000273855.1
ENSG00000104164.10
ENSG00000081014.10
ENSG00000166831.8
ENSG00000259343.5
ENSG00000136404.15
