ENSG00000130762.14
ENSG00000267272.5
ENSG00000122481.16
ENSG00000162694.13
ENSG00000260941.1
ENSG00000143418.19
ENSG00000234546.3
ENSG00000186226.8
ENSG00000143556.8
ENSG00000158716.8
ENSG00000118217.5
ENSG00000240021.9
ENSG00000227591.5
ENSG00000117707.15
ENSG00000143799.12
ENSG00000143761.15
ENSG00000173641.17
ENSG00000185519.8
ENSG00000142623.9
ENSG00000117305.14
ENSG00000130775.15
ENSG00000121753.12
ENSG00000171812.12
ENSG00000162402.13
ENSG00000142864.14
ENSG00000226005.3
ENSG00000264230.7
ENSG00000096717.11
ENSG00000272140.2
ENSG00000204033.9
ENSG00000227268.3
ENSG00000213341.10
ENSG00000138111.14
ENSG00000108039.17
ENSG00000229081.1
ENSG00000137672.12
ENSG00000110330.8
ENSG00000246100.3
ENSG00000278768.1
ENSG00000160593.18
ENSG00000182667.14
ENSG00000170688.4
ENSG00000256361.1
ENSG00000074319.12
ENSG00000255521.1
ENSG00000019485.13
ENSG00000134825.15
ENSG00000254772.9
ENSG00000171792.10
ENSG00000111249.13
ENSG00000151176.7
ENSG00000111725.10
ENSG00000212125.2
ENSG00000135406.13
ENSG00000178449.8
ENSG00000260597.1
ENSG00000123415.15
ENSG00000179912.20
ENSG00000139233.6
ENSG00000229375.1
ENSG00000120685.19
ENSG00000225131.2
ENSG00000136160.14
ENSG00000258918.1
ENSG00000165410.14
ENSG00000258414.1
ENSG00000258998.1
ENSG00000125378.15
ENSG00000259969.1
ENSG00000140319.10
ENSG00000243708.10
ENSG00000259446.5
ENSG00000178761.14
ENSG00000169371.13
ENSG00000184277.12
ENSG00000172366.19
ENSG00000261783.1
ENSG00000226180.3
ENSG00000103145.10
ENSG00000267795.5
ENSG00000214967.5
ENSG00000103353.15
ENSG00000246465.1
ENSG00000188603.18
ENSG00000174943.9
ENSG00000229809.8
ENSG00000259810.2
ENSG00000259711.1
ENSG00000159398.15
ENSG00000262777.1
ENSG00000232457.4
ENSG00000141564.13
ENSG00000262098.1
ENSG00000141485.16
ENSG00000266378.1
ENSG00000275413.1
ENSG00000267259.1
ENSG00000007216.14
ENSG00000263603.1
ENSG00000172301.10
ENSG00000277258.4
ENSG00000266588.1
ENSG00000108244.16
ENSG00000188825.13
ENSG00000134759.13
ENSG00000265933.5
ENSG00000234465.10
ENSG00000225950.8
ENSG00000142534.6
ENSG00000161681.15
ENSG00000167748.10
ENSG00000226696.5
ENSG00000104833.11
ENSG00000267855.5
ENSG00000267453.7
ENSG00000115286.19
ENSG00000184635.14
ENSG00000189164.14
ENSG00000269653.1
ENSG00000269190.5
ENSG00000227617.8
ENSG00000144589.21
ENSG00000270640.1
ENSG00000230730.1
ENSG00000228445.1
ENSG00000144488.14
ENSG00000272716.1
ENSG00000115816.14
ENSG00000115825.9
ENSG00000231609.5
ENSG00000169621.9
ENSG00000236209.1
ENSG00000170485.16
ENSG00000169967.16
ENSG00000152082.13
ENSG00000183091.19
ENSG00000213742.6
ENSG00000149599.15
ENSG00000101452.14
ENSG00000100979.14
ENSG00000197496.5
ENSG00000185834.10
ENSG00000125877.12
ENSG00000203896.9
ENSG00000277117.4
ENSG00000154642.10
ENSG00000198911.11
ENSG00000188064.9
ENSG00000144550.12
ENSG00000231304.2
ENSG00000207650.1
ENSG00000163539.16
ENSG00000181585.3
ENSG00000233121.1
ENSG00000272360.1
ENSG00000271843.1
ENSG00000163606.10
ENSG00000072858.10
ENSG00000172020.12
ENSG00000242829.1
ENSG00000189366.9
ENSG00000091513.14
ENSG00000244062.1
ENSG00000073711.10
ENSG00000283183.1
ENSG00000157796.17
ENSG00000260296.1
ENSG00000074966.10
ENSG00000171476.21
ENSG00000156136.9
ENSG00000170917.13
ENSG00000164070.11
ENSG00000109674.3
ENSG00000164347.17
ENSG00000205464.11
ENSG00000261360.1
ENSG00000112685.13
ENSG00000112183.14
ENSG00000227627.2
ENSG00000065029.14
ENSG00000146192.14
ENSG00000198937.8
ENSG00000112578.9
ENSG00000096006.11
ENSG00000227885.1
ENSG00000224984.1
ENSG00000219085.1
ENSG00000164849.9
ENSG00000229153.5
ENSG00000133619.17
ENSG00000176532.3
ENSG00000233523.1
ENSG00000049541.10
ENSG00000146576.12
ENSG00000005981.12
ENSG00000106327.12
ENSG00000135250.16
ENSG00000128573.24
ENSG00000174697.4
ENSG00000276988.1
ENSG00000237821.1
ENSG00000198042.10
ENSG00000104371.4
ENSG00000091656.15
ENSG00000147650.11
ENSG00000254812.1
ENSG00000170619.9
ENSG00000086065.13
ENSG00000204778.4
ENSG00000106733.20
ENSG00000230581.2
ENSG00000167118.10
ENSG00000228510.2
ENSG00000167157.10
ENSG00000148291.9
