ENSG00000264553.1
ENSG00000234523.1
ENSG00000232192.1
ENSG00000225827.1
ENSG00000228027.1
ENSG00000227307.1
ENSG00000231698.2
ENSG00000229111.1
ENSG00000267446.1
ENSG00000265374.1
ENSG00000264444.1
ENSG00000264472.4
ENSG00000264236.1
ENSG00000266127.1
ENSG00000235616.1
ENSG00000276200.1
ENSG00000237087.1
ENSG00000224049.1
ENSG00000275826.1
ENSG00000251237.1
ENSG00000224995.1
ENSG00000222713.1
ENSG00000231980.1
ENSG00000237606.2
ENSG00000254287.1
ENSG00000253114.2
ENSG00000234692.1
