ENSG00000235299.2
ENSG00000229663.1
ENSG00000201581.1
ENSG00000233387.1
ENSG00000221996.6
ENSG00000237272.2
ENSG00000171999.7
ENSG00000181963.5
ENSG00000196778.2
ENSG00000226616.1
ENSG00000197790.1
ENSG00000171987.1
ENSG00000272559.1
ENSG00000176893.4
ENSG00000176748.5
ENSG00000224091.1
ENSG00000229988.1
ENSG00000229093.1
ENSG00000279012.2
ENSG00000176239.7
ENSG00000184698.4
ENSG00000254831.1
ENSG00000234895.1
ENSG00000255307.1
ENSG00000254719.1
ENSG00000255477.1
ENSG00000254649.1
ENSG00000256171.1
ENSG00000238152.2
ENSG00000274591.1
ENSG00000240233.3
ENSG00000211838.1
ENSG00000258511.1
ENSG00000235785.1
ENSG00000259418.1
ENSG00000259626.2
ENSG00000259496.2
ENSG00000225323.1
ENSG00000207248.1
ENSG00000260452.1
ENSG00000236770.1
ENSG00000284574.1
ENSG00000264066.6
ENSG00000240531.1
ENSG00000252577.1
ENSG00000264644.1
ENSG00000269385.1
ENSG00000213083.3
ENSG00000224159.1
ENSG00000241772.2
ENSG00000227557.1
ENSG00000284167.1
ENSG00000205300.3
ENSG00000240669.1
ENSG00000250348.1
ENSG00000280017.1
ENSG00000217083.1
ENSG00000201988.2
ENSG00000146399.1
ENSG00000273644.1
ENSG00000279996.1
ENSG00000228974.5
ENSG00000227550.2
ENSG00000281958.1
ENSG00000282780.1
ENSG00000206047.2
ENSG00000254325.2
ENSG00000276961.1
